x,y,z
-0.1153,-0.9917,-0.1993
-0.1163,-0.9907,-0.2032
-0.1182,-0.9917,-0.2013
-0.1182,-0.9878,-0.2022
-0.1163,-0.9897,-0.1983
-0.1153,-0.9917,-0.1983
-0.1192,-0.9936,-0.1974
-0.1221,-0.9907,-0.2022
-0.1260,-0.9907,-0.2022
-0.1260,-0.9917,-0.1993
-0.1251,-0.9927,-0.1974
-0.1260,-0.9936,-0.1935
-0.1309,-0.9956,-0.1915
-0.1339,-0.9956,-0.1856
-0.1329,-0.9888,-0.1905
-0.1280,-0.9917,-0.1856
-0.1231,-0.9907,-0.1935
-0.1290,-0.9956,-0.1817
-0.1290,-0.9917,-0.1856
-0.1241,-0.9917,-0.1925
-0.1212,-0.9936,-0.1905
-0.1319,-0.9907,-0.1895
-0.1299,-0.9946,-0.1798
-0.1358,-0.9946,-0.1935
-0.1290,-0.9956,-0.1983
-0.1202,-0.9849,-0.2022
-0.1075,-0.9985,-0.1964
-0.1104,-0.9946,-0.1993
-0.0977,-0.9917,-0.2091
-0.1016,-0.9966,-0.1993
-0.1358,-0.9868,-0.2149
-0.1612,-0.9829,-0.2071
-0.1397,-0.9839,-0.2081
-0.1231,-0.9868,-0.2042
-0.1114,-0.9927,-0.1974
-0.1065,-0.9966,-0.1788
-0.1133,-1.0024,-0.1808
-0.1309,-0.9849,-0.1974
-0.1309,-0.9888,-0.2052
-0.1397,-0.9917,-0.1944
-0.1407,-0.9995,-0.1905
-0.1280,-0.9976,-0.1876
-0.1182,-0.9956,-0.1886
-0.1192,-0.9868,-0.1983
-0.1192,-0.9878,-0.1983
-0.1202,-0.9907,-0.1983
-0.1182,-0.9946,-0.2013
-0.1202,-0.9956,-0.1993
-0.1202,-0.9936,-0.1974
-0.1251,-0.9907,-0.1954
-0.1192,-0.9897,-0.2022
-0.1202,-0.9897,-0.2022
-0.1260,-0.9946,-0.1983
-0.1231,-0.9946,-0.1935
-0.1270,-0.9907,-0.1935
-0.1260,-0.9897,-0.1974
-0.1270,-0.9888,-0.1944
-0.1290,-0.9907,-0.1954
-0.1270,-0.9936,-0.1964
-0.1251,-0.9936,-0.1974
-0.1231,-0.9907,-0.2003
-0.1251,-0.9907,-0.1964
-0.1241,-0.9917,-0.1944
-0.1231,-0.9927,-0.1954
-0.1212,-0.9897,-0.1983
-0.1231,-0.9917,-0.1974
-0.1241,-0.9888,-0.1993
-0.1251,-0.9927,-0.1974
-0.1231,-0.9936,-0.1954
-0.1231,-0.9976,-0.1905
-0.1251,-0.9927,-0.1895
-0.1221,-0.9878,-0.1905
-0.1270,-0.9897,-0.1944
-0.1231,-0.9946,-0.1964
-0.1260,-0.9976,-0.1925
-0.1241,-0.9995,-0.1886
-0.1202,-0.9907,-0.1935
-0.1212,-0.9868,-0.1964
-0.1260,-0.9878,-0.2022
-0.1280,-0.9917,-0.2013
-0.1251,-0.9936,-0.2003
-0.1231,-0.9927,-0.1964
-0.1251,-0.9868,-0.1974
-0.1270,-0.9878,-0.1993
-0.1241,-0.9907,-0.1964
-0.1251,-0.9927,-0.1935
-0.1231,-0.9976,-0.1876
-0.1260,-0.9995,-0.1788
-0.1202,-0.9976,-0.1778
-0.1202,-0.9907,-0.1808
-0.1241,-0.9868,-0.1895
-0.1241,-0.9897,-0.2013
-0.1260,-0.9927,-0.2003
-0.1231,-1.0015,-0.1954
-0.1182,-0.9966,-0.1983
-0.1192,-0.9927,-0.2013
-0.1221,-0.9868,-0.2062
-0.1241,-0.9888,-0.2062
-0.1270,-0.9917,-0.1993
-0.1241,-0.9927,-0.1974
-0.1231,-0.9917,-0.1954
-0.1221,-0.9917,-0.1925
-0.1280,-0.9897,-0.1876
-0.1290,-0.9946,-0.1876
-0.1309,-0.9946,-0.1837
-0.1251,-0.9956,-0.1808
-0.1251,-0.9956,-0.1827
-0.1270,-0.9946,-0.1827
-0.1299,-0.9927,-0.1866
-0.1290,-0.9917,-0.1866
-0.1290,-0.9907,-0.1925
-0.1309,-0.9917,-0.1915
-0.1309,-0.9936,-0.1935
-0.1290,-0.9907,-0.1925
-0.1299,-0.9897,-0.1915
-0.1290,-0.9897,-0.1915
-0.1319,-0.9917,-0.1905
-0.1329,-0.9917,-0.1856
-0.1290,-0.9946,-0.1817
-0.1280,-0.9927,-0.1817
-0.1241,-0.9936,-0.1827
-0.1290,-0.9917,-0.1856
-0.1260,-0.9917,-0.1866
-0.1221,-0.9946,-0.1905
-0.1251,-0.9946,-0.1886
-0.1241,-0.9936,-0.1915
-0.1260,-0.9927,-0.1935
-0.1231,-0.9888,-0.1993
-0.1231,-0.9907,-0.1964
-0.1202,-0.9917,-0.1974
-0.1212,-0.9936,-0.1954
-0.1202,-0.9936,-0.1944
-0.1212,-0.9927,-0.1944
-0.1231,-0.9907,-0.1944
-0.1221,-0.9936,-0.1925
-0.1251,-0.9936,-0.1895
-0.1241,-0.9907,-0.1915
-0.1251,-0.9917,-0.1905
-0.1290,-0.9917,-0.1886
-0.1270,-0.9946,-0.1886
-0.1290,-0.9956,-0.1856
-0.1270,-0.9946,-0.1847
-0.1260,-0.9927,-0.1856
-0.1299,-0.9927,-0.1886
-0.1299,-0.9917,-0.1886
-0.1241,-0.9917,-0.1886
-0.1241,-0.9907,-0.1895
-0.1270,-0.9946,-0.1886
-0.1309,-0.9946,-0.1876
-0.1299,-0.9917,-0.1905
-0.1260,-0.9927,-0.1886
-0.1251,-0.9927,-0.1866
-0.1260,-0.9927,-0.1847
-0.1260,-0.9917,-0.1847
-0.1251,-0.9917,-0.1895
-0.1260,-0.9927,-0.1915
-0.1260,-0.9946,-0.1895
-0.1241,-0.9936,-0.1925
-0.1251,-0.9927,-0.1925
-0.1231,-0.9907,-0.1964
-0.1202,-0.9897,-0.1974
-0.1202,-0.9907,-0.1983
-0.1202,-0.9907,-0.1954
-0.1231,-0.9927,-0.1886
-0.1212,-0.9966,-0.1876
-0.1221,-0.9936,-0.1866
-0.1241,-0.9927,-0.1856
-0.1212,-0.9917,-0.1837
-0.1260,-0.9927,-0.1837
-0.1221,-0.9956,-0.1856
-0.1231,-0.9966,-0.1866
-0.1231,-0.9956,-0.1866
-0.1192,-0.9936,-0.1905
-0.1192,-0.9927,-0.1935
-0.1192,-0.9917,-0.1925
-0.1172,-0.9936,-0.1944
-0.1163,-0.9917,-0.1944
-0.1153,-0.9927,-0.1954
-0.1202,-0.9927,-0.1925
-0.1202,-0.9917,-0.1935
-0.1202,-0.9936,-0.1886
-0.1212,-0.9917,-0.1876
-0.1212,-0.9927,-0.1866
-0.1241,-0.9946,-0.1886
-0.1260,-0.9985,-0.1866
-0.1231,-0.9956,-0.1817
-0.1212,-0.9936,-0.1837
-0.1221,-0.9917,-0.1847
-0.1231,-0.9927,-0.1876
-0.1231,-0.9927,-0.1925
-0.1163,-0.9927,-0.1905
-0.1182,-0.9936,-0.1895
-0.1163,-0.9936,-0.1866
-0.1212,-0.9927,-0.1876
-0.1202,-0.9936,-0.1935
-0.1163,-0.9917,-0.1954
-0.1192,-0.9907,-0.1935
-0.1221,-0.9927,-0.1915
-0.1192,-0.9966,-0.1886
-0.1172,-0.9927,-0.1925
-0.1202,-0.9917,-0.1886
-0.1221,-0.9917,-0.1886
-0.1241,-0.9956,-0.1866
-0.1202,-0.9936,-0.1866
-0.1212,-0.9946,-0.1895
-0.1212,-0.9946,-0.1876
-0.1221,-0.9917,-0.1876
-0.1202,-0.9946,-0.1876
-0.1212,-0.9927,-0.1895
-0.1172,-0.9946,-0.1886
-0.1182,-0.9927,-0.1895
-0.1163,-0.9936,-0.1915
-0.1163,-0.9927,-0.1935
-0.1143,-0.9907,-0.1935
-0.1143,-0.9946,-0.1925
-0.1143,-0.9956,-0.1905
-0.1114,-0.9946,-0.1925
-0.1124,-0.9936,-0.1935
-0.1133,-0.9927,-0.1935
-0.1172,-0.9927,-0.1935
-0.1133,-0.9956,-0.1915
-0.1143,-0.9976,-0.1905
-0.1182,-0.9936,-0.1895
-0.1182,-0.9917,-0.1847
-0.1182,-0.9888,-0.1915
-0.1212,-0.9917,-0.1895
-0.1241,-0.9956,-0.1886
-0.1202,-0.9946,-0.1886
-0.1212,-0.9927,-0.1837
-0.1202,-0.9907,-0.1837
-0.1231,-0.9936,-0.1876
-0.1260,-0.9907,-0.1905
-0.1241,-0.9927,-0.1856
-0.1221,-0.9946,-0.1847
-0.1182,-0.9936,-0.1827
-0.1172,-0.9936,-0.1856
-0.1192,-0.9956,-0.1866
-0.1182,-0.9936,-0.1876
-0.1221,-0.9907,-0.1876
-0.1172,-0.9917,-0.1915
-0.1172,-0.9936,-0.1935
-0.1172,-0.9936,-0.1915
-0.1192,-0.9956,-0.1915
-0.1172,-0.9936,-0.1925
-0.1153,-0.9917,-0.1944
-0.1182,-0.9917,-0.1895
-0.1212,-0.9917,-0.1895
-0.1192,-0.9956,-0.1876
-0.1192,-0.9946,-0.1876
-0.1202,-0.9936,-0.1847
-0.1221,-0.9946,-0.1856
-0.1212,-0.9936,-0.1837
-0.1202,-0.9927,-0.1856
-0.1172,-0.9927,-0.1856
-0.1182,-0.9946,-0.1905
-0.1153,-0.9946,-0.1876
-0.1104,-0.9936,-0.1856
-0.1094,-0.9936,-0.1866
-0.1085,-0.9917,-0.1886
-0.1104,-0.9946,-0.1856
-0.1104,-0.9956,-0.1886
-0.1036,-0.9946,-0.1866
-0.1055,-0.9946,-0.1847
-0.1085,-0.9946,-0.1798
-0.1104,-0.9956,-0.1827
-0.1094,-0.9946,-0.1817
-0.1085,-0.9976,-0.1837
-0.1114,-0.9946,-0.1827
-0.1104,-0.9956,-0.1778
-0.1143,-0.9946,-0.1798
-0.1124,-0.9976,-0.1837
-0.1124,-0.9946,-0.1837
-0.1143,-0.9927,-0.1847
-0.1172,-0.9927,-0.1866
-0.1163,-0.9956,-0.1866
-0.1124,-0.9966,-0.1886
-0.1114,-0.9936,-0.1876
-0.1124,-0.9936,-0.1856
-0.1124,-0.9917,-0.1866
-0.1114,-0.9966,-0.1876
-0.1094,-0.9966,-0.1827
-0.1075,-0.9946,-0.1798
-0.1133,-0.9956,-0.1788
-0.1124,-0.9966,-0.1788
-0.1036,-0.9966,-0.1856
-0.1085,-0.9936,-0.1856
-0.1114,-0.9956,-0.1808
-0.1104,-0.9936,-0.1817
-0.1075,-0.9936,-0.1856
-0.1114,-0.9936,-0.1915
-0.1182,-0.9936,-0.1905
-0.1172,-0.9946,-0.1895
-0.1143,-0.9917,-0.1866
-0.1143,-0.9897,-0.1837
-0.1202,-0.9917,-0.1866
-0.1231,-0.9936,-0.1856
-0.1241,-0.9956,-0.1827
-0.1212,-0.9927,-0.1847
-0.1192,-0.9927,-0.1837
-0.1104,-0.9976,-0.1798
-0.1182,-0.9966,-0.1778
-0.1133,-1.0015,-0.1739
-0.1085,-0.9966,-0.1798
-0.1114,-0.9956,-0.1778
-0.1055,-0.9946,-0.1827
-0.1075,-0.9946,-0.1827
-0.1075,-0.9966,-0.1866
-0.1055,-0.9976,-0.1827
-0.1085,-0.9956,-0.1837
-0.1085,-0.9936,-0.1895
-0.1085,-0.9927,-0.1866
-0.1094,-0.9927,-0.1876
-0.1133,-0.9936,-0.1876
-0.1143,-0.9946,-0.1905
-0.1172,-0.9946,-0.1886
-0.1202,-0.9936,-0.1837
-0.1192,-0.9936,-0.1817
-0.1221,-0.9956,-0.1768
-0.1231,-0.9985,-0.1759
-0.1231,-0.9946,-0.1768
-0.1202,-0.9927,-0.1788
-0.1182,-0.9966,-0.1778
-0.1192,-0.9956,-0.1788
-0.1153,-0.9956,-0.1798
-0.1114,-0.9946,-0.1778
-0.1094,-0.9927,-0.1837
-0.1114,-0.9936,-0.1817
-0.1104,-0.9946,-0.1847
-0.1143,-0.9956,-0.1876
-0.1124,-0.9956,-0.1905
-0.1094,-0.9927,-0.1905
-0.1153,-0.9927,-0.1866
-0.1133,-0.9966,-0.1847
-0.1143,-0.9966,-0.1856
-0.1163,-0.9946,-0.1837
-0.1172,-0.9917,-0.1827
-0.1172,-0.9927,-0.1788
-0.1182,-0.9917,-0.1798
-0.1172,-0.9946,-0.1768
-0.1163,-0.9956,-0.1788
-0.1172,-0.9976,-0.1778
-0.1133,-0.9956,-0.1798
-0.1124,-0.9956,-0.1798
-0.1133,-0.9946,-0.1847
-0.1114,-0.9966,-0.1895
-0.1124,-0.9936,-0.1886
-0.1114,-0.9936,-0.1895
-0.1114,-0.9946,-0.1895
-0.1094,-0.9956,-0.1886
-0.1085,-0.9966,-0.1856
-0.1114,-0.9936,-0.1876
-0.1124,-0.9927,-0.1876
-0.1143,-0.9927,-0.1847
-0.1133,-0.9956,-0.1837
-0.1143,-0.9966,-0.1788
-0.1163,-0.9976,-0.1768
-0.1153,-0.9946,-0.1759
-0.1133,-0.9946,-0.1749
-0.1143,-0.9946,-0.1778
-0.1192,-0.9956,-0.1788
-0.1143,-0.9976,-0.1856
-0.1163,-0.9946,-0.1856
