x,y,z
0.0107,0.6234,-0.7885
0.0127,0.6253,-0.7865
0.0107,0.6243,-0.7875
0.0117,0.6224,-0.7865
0.0127,0.6224,-0.7836
0.0117,0.6224,-0.7904
0.0088,0.6214,-0.7885
0.0098,0.6224,-0.7885
0.0107,0.6214,-0.7875
0.0107,0.6224,-0.7875
0.0088,0.6253,-0.7894
0.0098,0.6224,-0.7875
0.0088,0.6224,-0.7865
0.0098,0.6214,-0.7894
0.0078,0.6185,-0.7885
0.0078,0.6194,-0.7894
0.0088,0.6204,-0.7904
0.0088,0.6204,-0.7904
0.0098,0.6214,-0.7914
0.0088,0.6204,-0.7914
0.0117,0.6204,-0.7904
0.0088,0.6194,-0.7904
0.0098,0.6214,-0.7904
0.0078,0.6204,-0.7934
0.0068,0.6214,-0.7924
0.0068,0.6194,-0.7885
0.0088,0.6165,-0.7875
0.0059,0.6175,-0.7885
0.0068,0.6175,-0.7904
0.0049,0.6194,-0.7914
0.0088,0.6214,-0.7894
0.0068,0.6214,-0.7914
0.0098,0.6204,-0.7963
0.0088,0.6175,-0.7924
0.0059,0.6175,-0.7914
0.0078,0.6175,-0.7904
0.0068,0.6194,-0.7904
0.0049,0.6185,-0.7934
0.0059,0.6185,-0.7894
0.0059,0.6165,-0.7894
0.0049,0.6175,-0.7924
0.0059,0.6185,-0.7934
0.0059,0.6185,-0.7914
0.0059,0.6185,-0.7914
0.0078,0.6185,-0.7914
0.0068,0.6175,-0.7904
0.0068,0.6175,-0.7924
0.0049,0.6165,-0.7934
0.0049,0.6165,-0.7924
0.0068,0.6175,-0.7934
0.0059,0.6204,-0.7934
0.0059,0.6204,-0.7904
0.0078,0.6194,-0.7904
0.0078,0.6185,-0.7904
0.0059,0.6175,-0.7904
0.0049,0.6155,-0.7924
0.0049,0.6175,-0.7924
0.0059,0.6185,-0.7924
0.0059,0.6185,-0.7943
0.0078,0.6175,-0.7924
0.0059,0.6175,-0.7943
0.0068,0.6165,-0.7914
0.0059,0.6194,-0.7924
0.0059,0.6175,-0.7924
0.0068,0.6175,-0.7924
0.0059,0.6185,-0.7924
0.0049,0.6185,-0.7924
0.0039,0.6185,-0.7894
0.0059,0.6165,-0.7875
0.0078,0.6146,-0.7914
0.0078,0.6175,-0.7914
0.0049,0.6204,-0.7953
0.0078,0.6185,-0.7924
0.0078,0.6175,-0.7914
0.0059,0.6185,-0.7953
0.0088,0.6185,-0.7953
0.0068,0.6165,-0.7943
0.0068,0.6165,-0.7914
0.0049,0.6175,-0.7924
0.0059,0.6185,-0.7914
0.0059,0.6185,-0.7914
0.0059,0.6165,-0.7924
0.0059,0.6146,-0.7924
0.0049,0.6175,-0.7914
0.0068,0.6194,-0.7914
0.0049,0.6214,-0.7934
0.0078,0.6185,-0.7914
0.0049,0.6146,-0.7934
0.0059,0.6136,-0.7934
0.0049,0.6175,-0.7924
0.0039,0.6165,-0.7914
0.0059,0.6194,-0.7934
0.0059,0.6214,-0.7914
0.0078,0.6204,-0.7914
0.0068,0.6204,-0.7904
0.0068,0.6185,-0.7914
0.0059,0.6175,-0.7904
0.0068,0.6175,-0.7904
0.0068,0.6165,-0.7934
0.0059,0.6194,-0.7914
0.0068,0.6194,-0.7924
0.0078,0.6194,-0.7924
0.0078,0.6204,-0.7924
0.0068,0.6194,-0.7934
0.0068,0.6214,-0.7924
0.0068,0.6214,-0.7894
0.0078,0.6194,-0.7914
0.0088,0.6194,-0.7904
0.0059,0.6224,-0.7924
0.0068,0.6214,-0.7904
0.0078,0.6194,-0.7894
0.0078,0.6204,-0.7894
0.0088,0.6165,-0.7875
0.0088,0.6185,-0.7904
0.0078,0.6204,-0.7885
0.0088,0.6214,-0.7904
0.0127,0.6204,-0.7914
0.0117,0.6224,-0.7934
0.0127,0.6234,-0.7914
0.0068,0.6224,-0.7894
0.0078,0.6204,-0.7904
0.0088,0.6224,-0.7875
0.0088,0.6204,-0.7865
0.0078,0.6224,-0.7875
0.0088,0.6194,-0.7885
0.0098,0.6204,-0.7885
0.0088,0.6224,-0.7885
0.0107,0.6234,-0.7894
0.0068,0.6224,-0.7885
0.0098,0.6224,-0.7855
0.0127,0.6204,-0.7885
0.0107,0.6214,-0.7904
0.0088,0.6194,-0.7894
0.0098,0.6204,-0.7894
0.0107,0.6224,-0.7885
0.0107,0.6234,-0.7885
0.0107,0.6243,-0.7875
0.0117,0.6263,-0.7865
0.0098,0.6214,-0.7865
0.0107,0.6234,-0.7855
0.0098,0.6224,-0.7865
0.0107,0.6243,-0.7865
0.0107,0.6243,-0.7865
0.0137,0.6243,-0.7855
0.0107,0.6234,-0.7875
0.0117,0.6243,-0.7865
0.0137,0.6234,-0.7875
0.0127,0.6253,-0.7855
0.0137,0.6243,-0.7875
0.0117,0.6243,-0.7885
0.0117,0.6243,-0.7855
0.0127,0.6234,-0.7855
0.0127,0.6234,-0.7855
0.0117,0.6234,-0.7826
0.0127,0.6243,-0.7855
0.0117,0.6263,-0.7885
0.0137,0.6253,-0.7875
0.0156,0.6253,-0.7855
0.0137,0.6273,-0.7875
0.0137,0.6253,-0.7914
0.0117,0.6234,-0.7875
0.0117,0.6243,-0.7865
0.0107,0.6224,-0.7885
0.0107,0.6263,-0.7875
0.0107,0.6243,-0.7855
0.0107,0.6234,-0.7836
0.0107,0.6224,-0.7875
0.0098,0.6224,-0.7894
0.0107,0.6214,-0.7885
0.0098,0.6214,-0.7865
0.0098,0.6204,-0.7885
0.0107,0.6175,-0.7894
0.0088,0.6204,-0.7914
0.0078,0.6194,-0.7894
0.0088,0.6204,-0.7894
0.0107,0.6194,-0.7914
0.0088,0.6194,-0.7904
0.0098,0.6224,-0.7914
0.0098,0.6224,-0.7894
0.0107,0.6214,-0.7875
0.0098,0.6224,-0.7885
0.0078,0.6185,-0.7894
0.0078,0.6185,-0.7904
0.0078,0.6194,-0.7904
0.0068,0.6194,-0.7924
0.0078,0.6214,-0.7904
0.0088,0.6185,-0.7934
0.0078,0.6194,-0.7904
0.0078,0.6194,-0.7934
0.0078,0.6175,-0.7924
0.0059,0.6185,-0.7914
0.0059,0.6224,-0.7924
0.0059,0.6194,-0.7904
0.0068,0.6165,-0.7875
0.0059,0.6165,-0.7894
0.0088,0.6165,-0.7914
0.0049,0.6214,-0.7894
0.0088,0.6185,-0.7904
0.0088,0.6204,-0.7914
0.0078,0.6214,-0.7963
0.0098,0.6185,-0.7943
0.0068,0.6185,-0.7914
0.0068,0.6165,-0.7904
0.0068,0.6185,-0.7914
0.0049,0.6175,-0.7914
0.0068,0.6185,-0.7904
0.0049,0.6146,-0.7924
0.0059,0.6175,-0.7904
0.0059,0.6194,-0.7924
0.0078,0.6194,-0.7934
0.0039,0.6194,-0.7924
0.0068,0.6175,-0.7914
0.0059,0.6165,-0.7885
0.0078,0.6155,-0.7924
0.0059,0.6175,-0.7943
0.0059,0.6175,-0.7924
0.0059,0.6185,-0.7934
0.0059,0.6194,-0.7934
0.0088,0.6194,-0.7904
0.0078,0.6194,-0.7924
0.0078,0.6165,-0.7904
0.0068,0.6175,-0.7914
0.0049,0.6175,-0.7904
0.0059,0.6185,-0.7904
0.0049,0.6185,-0.7934
0.0059,0.6165,-0.7943
0.0059,0.6165,-0.7914
0.0068,0.6165,-0.7934
0.0059,0.6165,-0.7934
0.0068,0.6185,-0.7934
0.0068,0.6175,-0.7934
0.0068,0.6155,-0.7934
0.0059,0.6194,-0.7943
0.0059,0.6194,-0.7914
0.0059,0.6165,-0.7924
0.0068,0.6155,-0.7894
0.0059,0.6165,-0.7914
0.0059,0.6194,-0.7943
0.0029,0.6194,-0.7943
0.0088,0.6185,-0.7943
0.0088,0.6204,-0.7924
0.0078,0.6204,-0.7934
0.0078,0.6175,-0.7953
0.0059,0.6165,-0.7924
0.0049,0.6175,-0.7924
0.0049,0.6165,-0.7934
0.0059,0.6194,-0.7924
0.0059,0.6194,-0.7924
0.0049,0.6165,-0.7904
0.0049,0.6155,-0.7934
0.0059,0.6185,-0.7924
0.0068,0.6204,-0.7924
0.0039,0.6185,-0.7953
0.0059,0.6175,-0.7924
0.0049,0.6165,-0.7924
0.0059,0.6165,-0.7934
0.0059,0.6175,-0.7924
0.0059,0.6175,-0.7914
0.0068,0.6175,-0.7934
0.0068,0.6204,-0.7924
0.0078,0.6214,-0.7914
0.0078,0.6204,-0.7914
0.0068,0.6194,-0.7914
0.0068,0.6165,-0.7904
0.0059,0.6155,-0.7934
0.0059,0.6165,-0.7914
0.0078,0.6165,-0.7924
0.0078,0.6175,-0.7914
0.0068,0.6175,-0.7924
0.0068,0.6194,-0.7943
0.0078,0.6194,-0.7934
0.0078,0.6204,-0.7924
0.0088,0.6185,-0.7914
0.0068,0.6194,-0.7914
0.0078,0.6204,-0.7914
0.0059,0.6204,-0.7914
0.0078,0.6175,-0.7904
0.0059,0.6175,-0.7894
0.0078,0.6165,-0.7904
0.0068,0.6165,-0.7914
0.0088,0.6214,-0.7904
0.0068,0.6204,-0.7924
0.0107,0.6204,-0.7924
0.0098,0.6234,-0.7943
0.0117,0.6204,-0.7943
0.0098,0.6204,-0.7924
0.0068,0.6194,-0.7885
0.0078,0.6194,-0.7904
0.0068,0.6214,-0.7894
0.0078,0.6214,-0.7904
0.0078,0.6194,-0.7885
0.0088,0.6185,-0.7875
0.0088,0.6204,-0.7894
0.0088,0.6214,-0.7914
0.0078,0.6234,-0.7914
0.0088,0.6204,-0.7894
0.0117,0.6194,-0.7904
0.0098,0.6214,-0.7904
0.0068,0.6194,-0.7894
0.0107,0.6204,-0.7894
0.0107,0.6224,-0.7885
0.0107,0.6214,-0.7904
0.0117,0.6243,-0.7894
0.0107,0.6234,-0.7865
0.0107,0.6224,-0.7875
0.0107,0.6234,-0.7875
0.0098,0.6234,-0.7904
0.0107,0.6224,-0.7885
0.0117,0.6214,-0.7885
0.0107,0.6243,-0.7894
0.0107,0.6224,-0.7885
0.0107,0.6234,-0.7894
0.0137,0.6224,-0.7875
0.0117,0.6214,-0.7875
0.0117,0.6224,-0.7894
0.0098,0.6234,-0.7885
0.0127,0.6243,-0.7875
0.0107,0.6234,-0.7836
0.0117,0.6224,-0.7846
0.0117,0.6234,-0.7855
0.0117,0.6224,-0.7885
0.0107,0.6243,-0.7885
0.0137,0.6243,-0.7904
0.0127,0.6243,-0.7894
0.0137,0.6234,-0.7924
0.0127,0.6214,-0.7885
0.0117,0.6224,-0.7875
0.0117,0.6204,-0.7875
0.0088,0.6224,-0.7885
0.0117,0.6224,-0.7885
0.0088,0.6214,-0.7875
0.0107,0.6214,-0.7875
0.0098,0.6214,-0.7885
0.0098,0.6214,-0.7904
0.0068,0.6214,-0.7894
0.0107,0.6185,-0.7894
0.0078,0.6204,-0.7894
0.0098,0.6194,-0.7924
0.0078,0.6194,-0.7943
0.0078,0.6175,-0.7914
0.0078,0.6194,-0.7914
0.0088,0.6194,-0.7924
0.0078,0.6214,-0.7934
0.0098,0.6214,-0.7904
0.0098,0.6194,-0.7914
