x,y,z
-0.3781,-0.7807,-0.5677
-0.3703,-0.7787,-0.5716
-0.3654,-0.7758,-0.5735
-0.3762,-0.7767,-0.5706
-0.3732,-0.7758,-0.5696
-0.3742,-0.7767,-0.5716
-0.3713,-0.7797,-0.5696
-0.3810,-0.7767,-0.5716
-0.3732,-0.7758,-0.5716
-0.3752,-0.7777,-0.5716
-0.3713,-0.7777,-0.5696
-0.3791,-0.7758,-0.5696
-0.3781,-0.7748,-0.5686
-0.3781,-0.7748,-0.5696
-0.3762,-0.7748,-0.5745
-0.3771,-0.7767,-0.5735
-0.3801,-0.7758,-0.5706
-0.3810,-0.7758,-0.5696
-0.3762,-0.7738,-0.5716
-0.3762,-0.7767,-0.5706
-0.3801,-0.7719,-0.5765
-0.3810,-0.7728,-0.5725
-0.3810,-0.7738,-0.5745
-0.3820,-0.7748,-0.5706
-0.3771,-0.7777,-0.5696
-0.3810,-0.7728,-0.5696
-0.3810,-0.7728,-0.5706
-0.3820,-0.7699,-0.5696
-0.3840,-0.7738,-0.5725
-0.3801,-0.7748,-0.5755
-0.3762,-0.7738,-0.5735
-0.3820,-0.7719,-0.5725
-0.3859,-0.7719,-0.5716
-0.3840,-0.7719,-0.5725
-0.3859,-0.7728,-0.5735
-0.3791,-0.7748,-0.5745
-0.3791,-0.7748,-0.5706
-0.3830,-0.7699,-0.5716
-0.3850,-0.7719,-0.5716
-0.3840,-0.7748,-0.5725
-0.3820,-0.7709,-0.5735
-0.3801,-0.7699,-0.5765
-0.3869,-0.7728,-0.5706
-0.3859,-0.7699,-0.5677
-0.3762,-0.7738,-0.5735
-0.3840,-0.7738,-0.5686
-0.3859,-0.7699,-0.5745
-0.3850,-0.7709,-0.5765
-0.3830,-0.7758,-0.5755
-0.3820,-0.7728,-0.5716
-0.3850,-0.7738,-0.5686
-0.3830,-0.7709,-0.5706
-0.3859,-0.7689,-0.5745
-0.3840,-0.7719,-0.5725
-0.3830,-0.7738,-0.5716
-0.3859,-0.7719,-0.5706
-0.3840,-0.7728,-0.5725
-0.3762,-0.7699,-0.5725
-0.3781,-0.7738,-0.5725
-0.3820,-0.7719,-0.5755
-0.3859,-0.7719,-0.5774
-0.3830,-0.7748,-0.5755
-0.3810,-0.7758,-0.5706
-0.3820,-0.7738,-0.5677
-0.3791,-0.7748,-0.5677
-0.3781,-0.7728,-0.5716
-0.3791,-0.7719,-0.5686
-0.3781,-0.7738,-0.5735
-0.3762,-0.7748,-0.5745
-0.3810,-0.7748,-0.5716
-0.3801,-0.7738,-0.5735
-0.3742,-0.7758,-0.5735
-0.3781,-0.7738,-0.5725
-0.3791,-0.7758,-0.5745
-0.3791,-0.7748,-0.5716
-0.3771,-0.7777,-0.5706
-0.3762,-0.7748,-0.5696
-0.3781,-0.7738,-0.5716
-0.3762,-0.7777,-0.5696
-0.3781,-0.7767,-0.5706
-0.3752,-0.7758,-0.5725
-0.3723,-0.7767,-0.5725
-0.3830,-0.7758,-0.5706
-0.3703,-0.7767,-0.5696
-0.3674,-0.7777,-0.5706
-0.3820,-0.7758,-0.5716
-0.3781,-0.7748,-0.5745
-0.3732,-0.7797,-0.5696
-0.3703,-0.7807,-0.5686
-0.3703,-0.7777,-0.5677
-0.3742,-0.7758,-0.5667
-0.3771,-0.7777,-0.5706
-0.3742,-0.7767,-0.5706
-0.3723,-0.7807,-0.5725
-0.3752,-0.7787,-0.5725
-0.3781,-0.7797,-0.5686
-0.3713,-0.7758,-0.5696
-0.3654,-0.7777,-0.5667
-0.3713,-0.7787,-0.5706
-0.3742,-0.7787,-0.5725
-0.3723,-0.7797,-0.5716
-0.3742,-0.7816,-0.5677
-0.3693,-0.7787,-0.5677
-0.3703,-0.7816,-0.5667
-0.3713,-0.7777,-0.5677
-0.3713,-0.7777,-0.5667
-0.3703,-0.7797,-0.5677
-0.3674,-0.7807,-0.5686
-0.3683,-0.7797,-0.5696
-0.3732,-0.7797,-0.5696
-0.3703,-0.7797,-0.5677
-0.3723,-0.7797,-0.5696
-0.3703,-0.7787,-0.5696
-0.3713,-0.7797,-0.5686
-0.3723,-0.7797,-0.5667
-0.3703,-0.7807,-0.5686
-0.3703,-0.7787,-0.5647
-0.3723,-0.7777,-0.5686
-0.3732,-0.7807,-0.5696
-0.3723,-0.7797,-0.5745
-0.3683,-0.7787,-0.5735
-0.3723,-0.7777,-0.5677
-0.3830,-0.7787,-0.5647
-0.3635,-0.7807,-0.5677
-0.3693,-0.7807,-0.5696
-0.3810,-0.7777,-0.5725
-0.3771,-0.7777,-0.5735
-0.3742,-0.7797,-0.5686
-0.3683,-0.7797,-0.5686
-0.3723,-0.7777,-0.5667
-0.3771,-0.7758,-0.5677
-0.3781,-0.7777,-0.5686
-0.3762,-0.7767,-0.5716
-0.3732,-0.7787,-0.5725
-0.3752,-0.7767,-0.5696
-0.3742,-0.7777,-0.5686
-0.3723,-0.7758,-0.5686
-0.3732,-0.7777,-0.5657
-0.3801,-0.7767,-0.5745
-0.3801,-0.7738,-0.5716
-0.3781,-0.7738,-0.5735
-0.3732,-0.7787,-0.5677
-0.3752,-0.7787,-0.5677
-0.3752,-0.7767,-0.5686
-0.3850,-0.7699,-0.5696
-0.3742,-0.7758,-0.5716
-0.3713,-0.7758,-0.5716
-0.3732,-0.7758,-0.5725
-0.3742,-0.7787,-0.5725
-0.3742,-0.7758,-0.5716
-0.3752,-0.7758,-0.5745
-0.3762,-0.7748,-0.5735
-0.3752,-0.7728,-0.5716
-0.3781,-0.7758,-0.5725
-0.3732,-0.7767,-0.5716
-0.3810,-0.7728,-0.5794
-0.3771,-0.7738,-0.5765
-0.3683,-0.7767,-0.5706
-0.3781,-0.7758,-0.5706
-0.3908,-0.7728,-0.5657
-0.3830,-0.7709,-0.5667
-0.3732,-0.7748,-0.5657
-0.3742,-0.7767,-0.5735
-0.3693,-0.7767,-0.5745
-0.3781,-0.7767,-0.5725
-0.3820,-0.7738,-0.5716
-0.3830,-0.7748,-0.5706
-0.3781,-0.7758,-0.5706
-0.3752,-0.7748,-0.5696
-0.3762,-0.7767,-0.5618
-0.3967,-0.7719,-0.5706
-0.3713,-0.7738,-0.5686
-0.3742,-0.7699,-0.5716
-0.3908,-0.7680,-0.5735
-0.3703,-0.7758,-0.5686
-0.3850,-0.7689,-0.5667
-0.3810,-0.7699,-0.5735
-0.3889,-0.7777,-0.5745
-0.3898,-0.7758,-0.5696
-0.3889,-0.7709,-0.5667
-0.3977,-0.7719,-0.5628
-0.4055,-0.7758,-0.5657
-0.4064,-0.7709,-0.5677
-0.4006,-0.7738,-0.5638
-0.4094,-0.7728,-0.5589
-0.3879,-0.7738,-0.5608
-0.4094,-0.7748,-0.5520
-0.3937,-0.7680,-0.5628
-0.3977,-0.7767,-0.5628
-0.3957,-0.7680,-0.5725
-0.3801,-0.7748,-0.5784
-0.3850,-0.7728,-0.5725
-0.3869,-0.7748,-0.5628
-0.3908,-0.7777,-0.5618
-0.3918,-0.7787,-0.5608
-0.3996,-0.7709,-0.5589
-0.3869,-0.7738,-0.5667
-0.3908,-0.7797,-0.5657
-0.3947,-0.7758,-0.5716
-0.3928,-0.7738,-0.5716
-0.3967,-0.7728,-0.5774
-0.3556,-0.7767,-0.5579
-0.3498,-0.7797,-0.5618
-0.3723,-0.7836,-0.5569
-0.3918,-0.7777,-0.5598
-0.3986,-0.7709,-0.5618
-0.3625,-0.7787,-0.5686
-0.3908,-0.7748,-0.5667
-0.3742,-0.7846,-0.5716
-0.3771,-0.7738,-0.5618
-0.3840,-0.7767,-0.5677
-0.3791,-0.7767,-0.5657
-0.3859,-0.7797,-0.5657
-0.3830,-0.7777,-0.5638
-0.3830,-0.7777,-0.5638
-0.3742,-0.7758,-0.5638
-0.3713,-0.7797,-0.5618
-0.3820,-0.7767,-0.5628
-0.3840,-0.7787,-0.5667
-0.3703,-0.7836,-0.5657
-0.3742,-0.7855,-0.5628
-0.3742,-0.7826,-0.5628
-0.3762,-0.7777,-0.5638
-0.3713,-0.7826,-0.5598
-0.3771,-0.7777,-0.5628
-0.3771,-0.7807,-0.5628
-0.3703,-0.7826,-0.5677
-0.3742,-0.7826,-0.5647
-0.3752,-0.7816,-0.5647
-0.3693,-0.7816,-0.5638
-0.3713,-0.7807,-0.5628
-0.3723,-0.7875,-0.5589
-0.3762,-0.7826,-0.5589
-0.3713,-0.7826,-0.5608
-0.3693,-0.7836,-0.5638
-0.3683,-0.7846,-0.5638
-0.3762,-0.7826,-0.5628
-0.3654,-0.7816,-0.5638
-0.3820,-0.7865,-0.5598
-0.3703,-0.7836,-0.5589
-0.3635,-0.7885,-0.5569
-0.3703,-0.7826,-0.5589
-0.3801,-0.7816,-0.5647
-0.3693,-0.7865,-0.5647
-0.3674,-0.7865,-0.5579
-0.3644,-0.7846,-0.5569
-0.3703,-0.7836,-0.5579
-0.3762,-0.7836,-0.5589
-0.3683,-0.7875,-0.5638
-0.3713,-0.7826,-0.5647
-0.3742,-0.7855,-0.5608
-0.3752,-0.7836,-0.5589
-0.3732,-0.7816,-0.5618
-0.3674,-0.7826,-0.5589
-0.3713,-0.7836,-0.5598
-0.3781,-0.7846,-0.5628
-0.3742,-0.7826,-0.5647
-0.3732,-0.7855,-0.5638
-0.3713,-0.7865,-0.5589
-0.3752,-0.7846,-0.5608
-0.3732,-0.7846,-0.5569
-0.3791,-0.7787,-0.5608
-0.3732,-0.7816,-0.5608
-0.3742,-0.7836,-0.5628
-0.3742,-0.7846,-0.5628
-0.3732,-0.7836,-0.5628
-0.3742,-0.7836,-0.5618
-0.3771,-0.7787,-0.5638
-0.3801,-0.7826,-0.5598
-0.3732,-0.7855,-0.5608
-0.3771,-0.7816,-0.5608
-0.3752,-0.7816,-0.5628
-0.3771,-0.7826,-0.5628
-0.3801,-0.7807,-0.5657
-0.3752,-0.7816,-0.5647
-0.3781,-0.7807,-0.5628
-0.3850,-0.7807,-0.5608
-0.3703,-0.7816,-0.5608
-0.3742,-0.7826,-0.5608
-0.3850,-0.7767,-0.5657
-0.3791,-0.7826,-0.5657
-0.3752,-0.7807,-0.5657
-0.3762,-0.7826,-0.5618
-0.3830,-0.7807,-0.5598
-0.3810,-0.7797,-0.5608
-0.3830,-0.7777,-0.5608
-0.3771,-0.7797,-0.5657
-0.3791,-0.7787,-0.5647
-0.3830,-0.7797,-0.5657
-0.3840,-0.7777,-0.5628
-0.3762,-0.7777,-0.5638
-0.3791,-0.7787,-0.5638
-0.3830,-0.7787,-0.5618
-0.3850,-0.7758,-0.5667
-0.3840,-0.7767,-0.5667
-0.3830,-0.7797,-0.5628
-0.3820,-0.7807,-0.5618
-0.3801,-0.7787,-0.5598
-0.3820,-0.7777,-0.5628
-0.3810,-0.7748,-0.5618
-0.3840,-0.7758,-0.5638
-0.3820,-0.7787,-0.5657
-0.3820,-0.7797,-0.5657
-0.3830,-0.7777,-0.5647
-0.3840,-0.7777,-0.5628
-0.3840,-0.7748,-0.5667
-0.3869,-0.7767,-0.5628
-0.3840,-0.7797,-0.5638
-0.3840,-0.7767,-0.5628
-0.3820,-0.7767,-0.5608
-0.3830,-0.7777,-0.5638
-0.3859,-0.7767,-0.5677
-0.3830,-0.7748,-0.5677
-0.3859,-0.7777,-0.5628
-0.3928,-0.7767,-0.5618
-0.3781,-0.7777,-0.5618
-0.3801,-0.7787,-0.5618
-0.3908,-0.7738,-0.5647
-0.3918,-0.7738,-0.5677
-0.3879,-0.7767,-0.5667
-0.3820,-0.7807,-0.5638
-0.3869,-0.7767,-0.5598
-0.3869,-0.7758,-0.5608
-0.3879,-0.7748,-0.5657
-0.3889,-0.7758,-0.5667
-0.3850,-0.7758,-0.5657
-0.3889,-0.7767,-0.5638
-0.3918,-0.7767,-0.5618
-0.3801,-0.7748,-0.5628
-0.3820,-0.7767,-0.5628
-0.3869,-0.7767,-0.5647
-0.3908,-0.7758,-0.5706
-0.3889,-0.7767,-0.5677
-0.3869,-0.7797,-0.5638
-0.3820,-0.7807,-0.5618
-0.3840,-0.7797,-0.5598
-0.3879,-0.7767,-0.5598
-0.3869,-0.7758,-0.5647
-0.3830,-0.7767,-0.5628
-0.3830,-0.7787,-0.5638
-0.3810,-0.7797,-0.5647
-0.3830,-0.7797,-0.5677
-0.3830,-0.7787,-0.5647
-0.3850,-0.7758,-0.5628
-0.3859,-0.7787,-0.5618
-0.3801,-0.7797,-0.5598
-0.3840,-0.7787,-0.5638
-0.3810,-0.7787,-0.5608
-0.3781,-0.7777,-0.5589
-0.3859,-0.7787,-0.5628
-0.3820,-0.7787,-0.5677
-0.3801,-0.7787,-0.5628
-0.3869,-0.7797,-0.5598
-0.3801,-0.7787,-0.5589
-0.3752,-0.7807,-0.5608
-0.3850,-0.7826,-0.5628
-0.3869,-0.7787,-0.5638
-0.3801,-0.7787,-0.5638
-0.3752,-0.7816,-0.5638
-0.3752,-0.7826,-0.5608
-0.3801,-0.7807,-0.5569
-0.3810,-0.7787,-0.5598
