x,y,z
0.9917,-0.0391,0.1524
0.9907,-0.0381,0.1553
0.9917,-0.0391,0.1534
0.9888,-0.0362,0.1505
0.9897,-0.0352,0.1485
0.9907,-0.0342,0.1475
0.9907,-0.0362,0.1514
0.9917,-0.0352,0.1514
0.9907,-0.0362,0.1514
0.9907,-0.0391,0.1524
0.9907,-0.0381,0.1524
0.9907,-0.0381,0.1514
0.9907,-0.0362,0.1495
0.9888,-0.0362,0.1505
0.9917,-0.0362,0.1505
0.9907,-0.0381,0.1514
0.9927,-0.0371,0.1514
0.9897,-0.0371,0.1505
0.9917,-0.0381,0.1514
0.9907,-0.0371,0.1495
0.9907,-0.0371,0.1514
0.9897,-0.0371,0.1514
0.9907,-0.0352,0.1485
0.9907,-0.0381,0.1514
0.9917,-0.0381,0.1544
0.9917,-0.0352,0.1505
0.9888,-0.0362,0.1495
0.9907,-0.0371,0.1495
0.9907,-0.0381,0.1505
0.9917,-0.0362,0.1524
0.9897,-0.0371,0.1514
0.9897,-0.0352,0.1534
0.9917,-0.0381,0.1534
0.9897,-0.0381,0.1534
0.9907,-0.0371,0.1514
0.9907,-0.0371,0.1524
0.9917,-0.0371,0.1534
0.9907,-0.0371,0.1495
0.9897,-0.0381,0.1514
0.9907,-0.0371,0.1524
0.9897,-0.0371,0.1524
0.9907,-0.0371,0.1534
0.9907,-0.0381,0.1524
0.9907,-0.0381,0.1505
0.9917,-0.0381,0.1534
0.9907,-0.0371,0.1534
0.9907,-0.0371,0.1534
0.9897,-0.0371,0.1505
0.9897,-0.0371,0.1544
0.9907,-0.0371,0.1524
0.9907,-0.0362,0.1534
0.9907,-0.0352,0.1534
0.9897,-0.0371,0.1544
0.9897,-0.0362,0.1524
0.9907,-0.0371,0.1534
0.9907,-0.0342,0.1534
0.9917,-0.0362,0.1524
0.9897,-0.0362,0.1534
0.9897,-0.0371,0.1534
0.9907,-0.0371,0.1544
0.9927,-0.0362,0.1524
0.9897,-0.0371,0.1505
0.9907,-0.0371,0.1524
0.9927,-0.0381,0.1524
0.9897,-0.0381,0.1534
0.9897,-0.0362,0.1514
0.9907,-0.0362,0.1534
0.9907,-0.0371,0.1544
0.9907,-0.0362,0.1524
0.9888,-0.0381,0.1534
0.9897,-0.0362,0.1505
0.9917,-0.0352,0.1505
0.9917,-0.0352,0.1534
0.9897,-0.0362,0.1534
0.9897,-0.0371,0.1524
0.9888,-0.0362,0.1524
0.9907,-0.0362,0.1544
0.9917,-0.0362,0.1544
0.9897,-0.0381,0.1544
0.9907,-0.0371,0.1534
0.9917,-0.0362,0.1534
0.9907,-0.0362,0.1524
0.9917,-0.0362,0.1534
0.9907,-0.0371,0.1524
0.9907,-0.0362,0.1544
0.9917,-0.0371,0.1534
0.9907,-0.0381,0.1514
0.9917,-0.0381,0.1524
0.9888,-0.0371,0.1524
0.9927,-0.0371,0.1544
0.9897,-0.0371,0.1514
0.9907,-0.0371,0.1524
0.9907,-0.0352,0.1544
0.9907,-0.0362,0.1524
0.9907,-0.0371,0.1514
0.9917,-0.0371,0.1524
0.9897,-0.0362,0.1534
0.9897,-0.0371,0.1495
0.9917,-0.0381,0.1505
0.9917,-0.0371,0.1524
0.9907,-0.0371,0.1524
0.9907,-0.0362,0.1514
0.9897,-0.0371,0.1534
0.9907,-0.0371,0.1514
0.9917,-0.0371,0.1514
0.9907,-0.0371,0.1495
0.9888,-0.0352,0.1485
0.9927,-0.0371,0.1514
0.9907,-0.0352,0.1514
0.9907,-0.0371,0.1495
0.9897,-0.0362,0.1505
0.9907,-0.0362,0.1485
0.9907,-0.0362,0.1495
0.9907,-0.0371,0.1514
0.9897,-0.0371,0.1505
0.9917,-0.0371,0.1495
0.9907,-0.0371,0.1495
0.9897,-0.0371,0.1514
0.9907,-0.0371,0.1495
0.9907,-0.0371,0.1514
0.9897,-0.0371,0.1485
0.9907,-0.0371,0.1485
0.9917,-0.0362,0.1495
0.9907,-0.0362,0.1495
0.9897,-0.0371,0.1495
0.9907,-0.0362,0.1475
0.9897,-0.0371,0.1505
0.9917,-0.0362,0.1495
0.9897,-0.0371,0.1485
0.9897,-0.0371,0.1475
0.9917,-0.0362,0.1505
0.9907,-0.0352,0.1514
0.9907,-0.0362,0.1485
0.9897,-0.0362,0.1475
0.9897,-0.0381,0.1466
0.9927,-0.0371,0.1514
0.9907,-0.0371,0.1485
0.9907,-0.0352,0.1466
0.9917,-0.0381,0.1495
0.9927,-0.0371,0.1514
0.9897,-0.0381,0.1505
0.9897,-0.0362,0.1466
0.9897,-0.0371,0.1475
0.9907,-0.0362,0.1495
0.9927,-0.0371,0.1485
0.9897,-0.0391,0.1485
0.9917,-0.0362,0.1505
0.9917,-0.0391,0.1485
0.9897,-0.0381,0.1505
0.9907,-0.0381,0.1505
0.9927,-0.0371,0.1505
0.9917,-0.0362,0.1495
0.9907,-0.0362,0.1524
0.9897,-0.0371,0.1505
0.9897,-0.0362,0.1475
0.9897,-0.0371,0.1495
0.9917,-0.0371,0.1505
0.9907,-0.0371,0.1505
0.9888,-0.0371,0.1505
0.9907,-0.0381,0.1505
0.9907,-0.0352,0.1505
0.9907,-0.0371,0.1505
0.9907,-0.0362,0.1514
0.9897,-0.0381,0.1505
0.9888,-0.0371,0.1514
0.9907,-0.0381,0.1514
0.9907,-0.0371,0.1505
0.9917,-0.0362,0.1495
0.9907,-0.0381,0.1495
0.9907,-0.0371,0.1524
0.9888,-0.0371,0.1514
0.9907,-0.0371,0.1534
0.9917,-0.0371,0.1534
0.9907,-0.0371,0.1514
0.9907,-0.0362,0.1524
0.9907,-0.0381,0.1514
0.9897,-0.0371,0.1485
0.9907,-0.0362,0.1485
0.9907,-0.0371,0.1524
0.9917,-0.0381,0.1534
0.9907,-0.0371,0.1514
0.9907,-0.0352,0.1524
0.9897,-0.0371,0.1524
0.9897,-0.0371,0.1514
0.9897,-0.0371,0.1514
0.9936,-0.0371,0.1524
0.9907,-0.0362,0.1514
0.9907,-0.0371,0.1524
0.9907,-0.0381,0.1505
0.9897,-0.0362,0.1505
0.9907,-0.0362,0.1505
0.9897,-0.0362,0.1514
0.9907,-0.0371,0.1514
0.9917,-0.0352,0.1495
0.9917,-0.0371,0.1514
0.9897,-0.0352,0.1514
0.9897,-0.0352,0.1505
0.9907,-0.0381,0.1505
0.9897,-0.0362,0.1544
0.9907,-0.0391,0.1514
0.9927,-0.0362,0.1505
0.9907,-0.0352,0.1505
0.9897,-0.0362,0.1495
0.9907,-0.0371,0.1524
0.9897,-0.0371,0.1505
0.9907,-0.0371,0.1505
0.9907,-0.0371,0.1505
0.9917,-0.0371,0.1544
0.9917,-0.0362,0.1514
0.9907,-0.0381,0.1514
0.9897,-0.0371,0.1514
0.9917,-0.0371,0.1505
0.9897,-0.0362,0.1505
0.9897,-0.0352,0.1524
0.9907,-0.0362,0.1505
0.9907,-0.0381,0.1514
0.9907,-0.0381,0.1514
0.9907,-0.0371,0.1505
0.9907,-0.0371,0.1514
0.9907,-0.0362,0.1514
0.9897,-0.0371,0.1505
0.9907,-0.0362,0.1514
0.9897,-0.0362,0.1495
0.9917,-0.0381,0.1495
0.9917,-0.0362,0.1495
0.9907,-0.0371,0.1485
0.9907,-0.0362,0.1495
0.9897,-0.0371,0.1485
0.9907,-0.0352,0.1485
0.9917,-0.0381,0.1514
0.9897,-0.0362,0.1505
0.9917,-0.0352,0.1485
0.9907,-0.0371,0.1475
0.9897,-0.0362,0.1466
0.9927,-0.0381,0.1495
0.9907,-0.0381,0.1495
0.9936,-0.0362,0.1446
0.9917,-0.0371,0.1466
0.9897,-0.0371,0.1485
0.9907,-0.0362,0.1505
0.9907,-0.0362,0.1495
0.9907,-0.0362,0.1495
0.9917,-0.0371,0.1485
0.9907,-0.0362,0.1466
0.9907,-0.0362,0.1466
0.9897,-0.0381,0.1456
0.9946,-0.0352,0.1475
0.9878,-0.0371,0.1436
0.9907,-0.0362,0.1446
0.9936,-0.0381,0.1475
0.9897,-0.0362,0.1466
0.9897,-0.0362,0.1446
0.9907,-0.0381,0.1475
0.9927,-0.0371,0.1446
0.9927,-0.0371,0.1466
0.9917,-0.0362,0.1466
0.9907,-0.0362,0.1456
0.9897,-0.0371,0.1436
0.9907,-0.0362,0.1446
0.9927,-0.0371,0.1466
0.9907,-0.0362,0.1456
0.9917,-0.0371,0.1456
0.9917,-0.0362,0.1446
0.9917,-0.0352,0.1466
0.9927,-0.0371,0.1466
0.9897,-0.0362,0.1466
0.9917,-0.0352,0.1436
0.9897,-0.0362,0.1446
0.9917,-0.0371,0.1485
0.9917,-0.0371,0.1466
0.9917,-0.0362,0.1456
0.9927,-0.0352,0.1436
0.9897,-0.0362,0.1426
0.9927,-0.0371,0.1485
0.9907,-0.0371,0.1475
0.9917,-0.0371,0.1466
0.9907,-0.0371,0.1466
0.9927,-0.0371,0.1466
0.9917,-0.0362,0.1495
0.9917,-0.0371,0.1475
0.9897,-0.0371,0.1456
0.9907,-0.0362,0.1446
0.9907,-0.0362,0.1456
0.9927,-0.0371,0.1495
0.9917,-0.0371,0.1505
0.9907,-0.0381,0.1466
0.9897,-0.0362,0.1466
0.9897,-0.0371,0.1466
0.9917,-0.0371,0.1475
0.9917,-0.0371,0.1456
0.9927,-0.0371,0.1475
0.9917,-0.0352,0.1485
0.9897,-0.0371,0.1475
0.9927,-0.0371,0.1485
0.9907,-0.0371,0.1485
0.9917,-0.0371,0.1475
0.9907,-0.0362,0.1485
0.9897,-0.0371,0.1475
0.9907,-0.0352,0.1485
0.9907,-0.0371,0.1505
0.9927,-0.0362,0.1475
0.9897,-0.0352,0.1475
0.9907,-0.0362,0.1475
0.9917,-0.0362,0.1475
0.9917,-0.0362,0.1495
0.9917,-0.0362,0.1485
0.9917,-0.0352,0.1495
0.9907,-0.0362,0.1485
0.9897,-0.0352,0.1475
0.9907,-0.0371,0.1495
0.9907,-0.0362,0.1485
0.9917,-0.0352,0.1485
0.9907,-0.0362,0.1475
0.9888,-0.0371,0.1475
0.9917,-0.0371,0.1475
0.9917,-0.0362,0.1485
0.9897,-0.0352,0.1495
0.9907,-0.0362,0.1475
0.9897,-0.0371,0.1475
0.9907,-0.0352,0.1495
0.9917,-0.0352,0.1475
0.9907,-0.0371,0.1495
0.9927,-0.0371,0.1475
0.9907,-0.0352,0.1475
0.9927,-0.0371,0.1495
0.9907,-0.0362,0.1495
0.9888,-0.0362,0.1505
0.9907,-0.0371,0.1475
0.9907,-0.0352,0.1475
0.9907,-0.0371,0.1446
0.9936,-0.0352,0.1495
0.9917,-0.0352,0.1485
0.9927,-0.0381,0.1485
0.9897,-0.0381,0.1446
0.9907,-0.0342,0.1456
0.9917,-0.0371,0.1466
0.9907,-0.0362,0.1475
0.9927,-0.0381,0.1475
0.9907,-0.0371,0.1456
0.9907,-0.0352,0.1456
0.9927,-0.0371,0.1456
0.9927,-0.0371,0.1475
0.9897,-0.0352,0.1466
0.9907,-0.0381,0.1466
0.9897,-0.0362,0.1456
